"","Sex","Financial_Risk_Willingness","Income_from_Wages","Owns_Treasury_Bond_Funds","Owns_Stocks","Owns_Stock_Funds","Owns_Combination_Funds","TMV_Treasury_Bond_Funds","TMV_Stocks","TMV_Stock_Funds","TMV_Combination_Funds","TMV_Investments","Percent_Treasury_Bond_Funds","Percent_Combination_Funds","Percent_Stock_Funds","Percent_Stocks","Income_Bracket","Risk_Aversion"
"1837","Male",5,0,"No","No","Yes","Yes",0,0,4330000,491000,4821000,0,10.1846090022817,89.8153909977183,0,"$0 - $9,274","Risk Neutral"
"1838","Male",10,850000,"Yes","Yes","Yes","Yes",366000,65000,209000,134000,774000,47.2868217054264,17.312661498708,27.0025839793282,8.39793281653747,"$415,050 or More","Very Risk Tolerant"
"1839","Male",10,900000,"Yes","Yes","Yes","Yes",546000,18000,2180000,314000,3058000,17.8548070634402,10.26814911707,71.2884238064094,0.588620013080445,"$415,050 or More","Very Risk Tolerant"
"1840","Male",10,747000,"Yes","Yes","Yes","Yes",34000,18000,375000,222000,649000,5.23882896764253,34.2064714946071,57.7812018489985,2.77349768875193,"$415,050 or More","Very Risk Tolerant"
"1841","Male",10,850000,"Yes","Yes","Yes","Yes",154000,400000,783000,226000,1563000,9.85284708893154,14.4593730006398,50.0959692898273,25.5918106206014,"$415,050 or More","Very Risk Tolerant"
"1842","Male",10,756000,"Yes","Yes","Yes","Yes",414000,400000,298000,756000,1868000,22.1627408993576,40.4710920770878,15.9528907922912,21.4132762312634,"$415,050 or More","Very Risk Tolerant"
"1843","Male",5,240000,"No","Yes","No","No",0,8000,0,0,8000,0,0,0,100,"$190,150 - $413,349","Risk Neutral"
"1844","Male",5,240000,"No","Yes","No","No",0,8000,0,0,8000,0,0,0,100,"$190,150 - $413,349","Risk Neutral"
"1845","Male",5,240000,"No","Yes","No","No",0,8000,0,0,8000,0,0,0,100,"$190,150 - $413,349","Risk Neutral"
"1846","Male",5,240000,"No","Yes","No","No",0,8000,0,0,8000,0,0,0,100,"$190,150 - $413,349","Risk Neutral"
"1847","Male",5,240000,"No","Yes","No","No",0,8000,0,0,8000,0,0,0,100,"$190,150 - $413,349","Risk Neutral"
"1848","Female",7,176000,"Yes","Yes","Yes","No",21000,3300,89000,0,113300,18.5348631950574,0,78.5525154457193,2.9126213592233,"$91,150 - $190,149","Risk Neutral"
"1849","Female",7,176000,"Yes","Yes","Yes","No",21000,2300,89000,0,112300,18.699910952805,0,79.2520035618878,2.04808548530721,"$91,150 - $190,149","Risk Neutral"
"1850","Female",7,176000,"Yes","Yes","Yes","No",21000,3800,89000,0,113800,18.4534270650264,0,78.207381370826,3.33919156414763,"$91,150 - $190,149","Risk Neutral"
"1851","Female",7,175000,"Yes","Yes","Yes","No",13000,8500,89000,0,110500,11.7647058823529,0,80.5429864253394,7.69230769230769,"$91,150 - $190,149","Risk Neutral"
"1852","Female",7,175000,"Yes","Yes","Yes","No",21000,2300,89000,0,112300,18.699910952805,0,79.2520035618878,2.04808548530721,"$91,150 - $190,149","Risk Neutral"
"1853","Male",5,0,"No","Yes","No","No",0,14430000,0,0,14430000,0,0,0,100,"$0 - $9,274","Risk Neutral"
"1854","Male",5,0,"No","Yes","No","No",0,10200000,0,0,10200000,0,0,0,100,"$0 - $9,274","Risk Neutral"
"1855","Male",5,0,"No","Yes","No","No",0,15000000,0,0,15000000,0,0,0,100,"$0 - $9,274","Risk Neutral"
"1856","Male",5,0,"No","Yes","No","No",0,10200000,0,0,10200000,0,0,0,100,"$0 - $9,274","Risk Neutral"
"1857","Male",5,0,"No","Yes","No","No",0,14440000,0,0,14440000,0,0,0,100,"$0 - $9,274","Risk Neutral"
"1858","Female",7,400000,"No","No","Yes","No",0,0,15000,0,15000,0,0,100,0,"$190,150 - $413,349","Risk Neutral"
"1859","Female",7,400000,"No","No","Yes","No",0,0,15000,0,15000,0,0,100,0,"$190,150 - $413,349","Risk Neutral"
"1860","Female",7,400000,"No","No","Yes","No",0,0,15000,0,15000,0,0,100,0,"$190,150 - $413,349","Risk Neutral"
"1861","Female",7,400000,"No","No","Yes","No",0,0,15000,0,15000,0,0,100,0,"$190,150 - $413,349","Risk Neutral"
"1862","Female",7,400000,"No","No","Yes","No",0,0,15000,0,15000,0,0,100,0,"$190,150 - $413,349","Risk Neutral"
"1863","Female",7,321000,"No","Yes","Yes","No",0,2500000,469000,0,2969000,0,0,15.7965644998316,84.2034355001684,"$190,150 - $413,349","Risk Neutral"
"1864","Female",7,316000,"No","Yes","Yes","No",0,4800000,443000,0,5243000,0,0,8.44936105283235,91.5506389471677,"$190,150 - $413,349","Risk Neutral"
"1865","Female",7,319000,"No","Yes","Yes","No",0,4000000,430000,0,4430000,0,0,9.70654627539503,90.293453724605,"$190,150 - $413,349","Risk Neutral"
"1866","Female",7,360000,"No","Yes","Yes","No",0,4000000,462000,0,4462000,0,0,10.3541012998655,89.6458987001345,"$190,150 - $413,349","Risk Neutral"
"1867","Female",7,352000,"No","Yes","Yes","No",0,2500000,369000,0,2869000,0,0,12.8616242593238,87.1383757406762,"$190,150 - $413,349","Risk Neutral"
"1868","Male",3,0,"No","Yes","Yes","No",0,375000,354000,0,729000,0,0,48.559670781893,51.440329218107,"$0 - $9,274","Somewhat Risk Averse"
"1869","Male",3,0,"No","Yes","Yes","No",0,375000,385000,0,760000,0,0,50.6578947368421,49.3421052631579,"$0 - $9,274","Somewhat Risk Averse"
"1870","Male",3,0,"No","Yes","Yes","Yes",0,375000,500000,7430000,8305000,0,89.4641782059001,6.02046959662854,4.5153521974714,"$0 - $9,274","Somewhat Risk Averse"
"1871","Male",3,0,"No","Yes","Yes","Yes",0,375000,500000,7450000,8325000,0,89.4894894894895,6.00600600600601,4.5045045045045,"$0 - $9,274","Somewhat Risk Averse"
"1872","Male",3,0,"No","Yes","Yes","No",0,375000,468000,0,843000,0,0,55.5160142348754,44.4839857651246,"$0 - $9,274","Somewhat Risk Averse"
"1873","Male",3,140000,"No","Yes","No","No",0,21000,0,0,21000,0,0,0,100,"$91,150 - $190,149","Somewhat Risk Averse"
"1874","Male",3,140000,"No","Yes","No","No",0,19000,0,0,19000,0,0,0,100,"$91,150 - $190,149","Somewhat Risk Averse"
"1875","Male",3,140000,"No","Yes","No","No",0,13000,0,0,13000,0,0,0,100,"$91,150 - $190,149","Somewhat Risk Averse"
"1876","Male",3,140000,"No","Yes","No","No",0,4400,0,0,4400,0,0,0,100,"$91,150 - $190,149","Somewhat Risk Averse"
"1877","Male",3,140000,"No","Yes","No","No",0,17000,0,0,17000,0,0,0,100,"$91,150 - $190,149","Somewhat Risk Averse"
"1878","Male",8,147000,"No","No","Yes","No",0,0,42000,0,42000,0,0,100,0,"$91,150 - $190,149","Somewhat Risk Tolerant"
"1879","Male",8,138000,"No","No","Yes","No",0,0,27000,0,27000,0,0,100,0,"$91,150 - $190,149","Somewhat Risk Tolerant"
"1880","Male",8,121000,"No","No","Yes","No",0,0,139000,0,139000,0,0,100,0,"$91,150 - $190,149","Somewhat Risk Tolerant"
"1881","Male",8,120000,"No","No","Yes","No",0,0,101000,0,101000,0,0,100,0,"$91,150 - $190,149","Somewhat Risk Tolerant"
"1882","Male",8,134000,"No","No","Yes","No",0,0,236000,0,236000,0,0,100,0,"$91,150 - $190,149","Somewhat Risk Tolerant"
"1883","Male",2,25000,"No","Yes","Yes","No",0,210000,20000,0,230000,0,0,8.69565217391304,91.304347826087,"$9,275 - $37,649","Very Risk Averse"
"1884","Male",2,25000,"No","Yes","Yes","No",0,210000,20000,0,230000,0,0,8.69565217391304,91.304347826087,"$9,275 - $37,649","Very Risk Averse"
"1885","Male",2,25000,"No","Yes","Yes","No",0,210000,20000,0,230000,0,0,8.69565217391304,91.304347826087,"$9,275 - $37,649","Very Risk Averse"
"1886","Male",2,25000,"No","Yes","Yes","No",0,210000,20000,0,230000,0,0,8.69565217391304,91.304347826087,"$9,275 - $37,649","Very Risk Averse"
"1887","Male",2,25000,"No","Yes","Yes","No",0,210000,20000,0,230000,0,0,8.69565217391304,91.304347826087,"$9,275 - $37,649","Very Risk Averse"
"1888","Female",6,241000,"No","No","Yes","No",0,0,15000,0,15000,0,0,100,0,"$190,150 - $413,349","Risk Neutral"
"1889","Female",6,247000,"No","No","Yes","No",0,0,95000,0,95000,0,0,100,0,"$190,150 - $413,349","Risk Neutral"
"1890","Female",6,240000,"No","No","Yes","No",0,0,48000,0,48000,0,0,100,0,"$190,150 - $413,349","Risk Neutral"
"1891","Female",6,176000,"No","No","Yes","No",0,0,36000,0,36000,0,0,100,0,"$91,150 - $190,149","Risk Neutral"
"1892","Female",6,181000,"No","No","Yes","No",0,0,170000,0,170000,0,0,100,0,"$91,150 - $190,149","Risk Neutral"
"1893","Female",3,80000,"No","Yes","No","No",0,282000,0,0,282000,0,0,0,100,"$37,650 - $91,149","Somewhat Risk Averse"
"1894","Female",3,80000,"No","Yes","No","No",0,256000,0,0,256000,0,0,0,100,"$37,650 - $91,149","Somewhat Risk Averse"
"1895","Female",3,80000,"No","Yes","No","No",0,260000,0,0,260000,0,0,0,100,"$37,650 - $91,149","Somewhat Risk Averse"
"1896","Female",3,80000,"No","Yes","No","No",0,282000,0,0,282000,0,0,0,100,"$37,650 - $91,149","Somewhat Risk Averse"
"1897","Female",3,80000,"No","Yes","No","No",0,282000,0,0,282000,0,0,0,100,"$37,650 - $91,149","Somewhat Risk Averse"
"1898","Male",10,55000,"No","Yes","No","No",0,47000,0,0,47000,0,0,0,100,"$37,650 - $91,149","Very Risk Tolerant"
"1899","Male",10,55000,"No","Yes","No","No",0,47000,0,0,47000,0,0,0,100,"$37,650 - $91,149","Very Risk Tolerant"
"1900","Male",10,55000,"No","Yes","No","No",0,47000,0,0,47000,0,0,0,100,"$37,650 - $91,149","Very Risk Tolerant"
"1901","Male",10,55000,"No","Yes","No","No",0,47000,0,0,47000,0,0,0,100,"$37,650 - $91,149","Very Risk Tolerant"
"1902","Male",10,55000,"No","Yes","No","No",0,47000,0,0,47000,0,0,0,100,"$37,650 - $91,149","Very Risk Tolerant"
"1903","Female",9,200000,"No","Yes","Yes","No",0,300000,1000000,0,1300000,0,0,76.9230769230769,23.0769230769231,"$190,150 - $413,349","Somewhat Risk Tolerant"
"1904","Female",9,200000,"No","Yes","Yes","No",0,300000,1000000,0,1300000,0,0,76.9230769230769,23.0769230769231,"$190,150 - $413,349","Somewhat Risk Tolerant"
"1905","Female",9,200000,"No","Yes","Yes","No",0,300000,1000000,0,1300000,0,0,76.9230769230769,23.0769230769231,"$190,150 - $413,349","Somewhat Risk Tolerant"
"1906","Female",9,200000,"No","Yes","Yes","No",0,300000,1000000,0,1300000,0,0,76.9230769230769,23.0769230769231,"$190,150 - $413,349","Somewhat Risk Tolerant"
"1907","Female",9,200000,"No","Yes","Yes","No",0,300000,1000000,0,1300000,0,0,76.9230769230769,23.0769230769231,"$190,150 - $413,349","Somewhat Risk Tolerant"
"1908","Male",3,162000,"No","Yes","No","No",0,3000,0,0,3000,0,0,0,100,"$91,150 - $190,149","Somewhat Risk Averse"
"1909","Male",3,161000,"No","Yes","No","No",0,3000,0,0,3000,0,0,0,100,"$91,150 - $190,149","Somewhat Risk Averse"
"1910","Male",3,162000,"No","Yes","No","No",0,3000,0,0,3000,0,0,0,100,"$91,150 - $190,149","Somewhat Risk Averse"
"1911","Male",3,161000,"No","Yes","No","No",0,3000,0,0,3000,0,0,0,100,"$91,150 - $190,149","Somewhat Risk Averse"
"1912","Male",3,162000,"No","Yes","No","No",0,3000,0,0,3000,0,0,0,100,"$91,150 - $190,149","Somewhat Risk Averse"
"1913","Male",3,15000,"No","Yes","No","No",0,72000,0,0,72000,0,0,0,100,"$9,275 - $37,649","Somewhat Risk Averse"
"1914","Male",3,15000,"No","Yes","No","No",0,72000,0,0,72000,0,0,0,100,"$9,275 - $37,649","Somewhat Risk Averse"
"1915","Male",3,15000,"No","Yes","No","No",0,72000,0,0,72000,0,0,0,100,"$9,275 - $37,649","Somewhat Risk Averse"
"1916","Male",3,15000,"No","Yes","No","No",0,72000,0,0,72000,0,0,0,100,"$9,275 - $37,649","Somewhat Risk Averse"
"1917","Male",3,15000,"No","Yes","No","No",0,72000,0,0,72000,0,0,0,100,"$9,275 - $37,649","Somewhat Risk Averse"
"1918","Male",8,0,"No","Yes","No","No",0,46000,0,0,46000,0,0,0,100,"$0 - $9,274","Somewhat Risk Tolerant"
"1919","Male",8,0,"No","Yes","No","No",0,15000,0,0,15000,0,0,0,100,"$0 - $9,274","Somewhat Risk Tolerant"
"1920","Male",8,0,"No","Yes","No","No",0,282000,0,0,282000,0,0,0,100,"$0 - $9,274","Somewhat Risk Tolerant"
"1921","Male",8,0,"No","Yes","No","No",0,35000,0,0,35000,0,0,0,100,"$0 - $9,274","Somewhat Risk Tolerant"
"1922","Male",8,0,"No","Yes","No","No",0,10000,0,0,10000,0,0,0,100,"$0 - $9,274","Somewhat Risk Tolerant"
"1923","Male",-1,0,"No","Yes","No","No",0,50,0,0,50,0,0,0,100,"$0 - $9,274","Very Risk Averse"
"1924","Male",-1,0,"No","Yes","No","No",0,50,0,0,50,0,0,0,100,"$0 - $9,274","Very Risk Averse"
"1925","Male",-1,0,"No","Yes","No","No",0,50,0,0,50,0,0,0,100,"$0 - $9,274","Very Risk Averse"
"1926","Male",-1,0,"No","Yes","No","No",0,50,0,0,50,0,0,0,100,"$0 - $9,274","Very Risk Averse"
"1927","Male",-1,0,"No","Yes","No","No",0,50,0,0,50,0,0,0,100,"$0 - $9,274","Very Risk Averse"
"1928","Male",5,40000,"No","No","Yes","No",0,0,5000000,0,5000000,0,0,100,0,"$37,650 - $91,149","Risk Neutral"
"1929","Male",5,40000,"No","No","Yes","No",0,0,5000000,0,5000000,0,0,100,0,"$37,650 - $91,149","Risk Neutral"
"1930","Male",5,40000,"No","No","Yes","No",0,0,5000000,0,5000000,0,0,100,0,"$37,650 - $91,149","Risk Neutral"
"1931","Male",5,40000,"No","No","Yes","No",0,0,5000000,0,5000000,0,0,100,0,"$37,650 - $91,149","Risk Neutral"
"1932","Male",5,40000,"No","No","Yes","No",0,0,5000000,0,5000000,0,0,100,0,"$37,650 - $91,149","Risk Neutral"
"1933","Male",6,8000000,"No","Yes","Yes","No",0,9000000,9000000,0,18000000,0,0,50,50,"$415,050 or More","Risk Neutral"
"1934","Male",6,8000000,"No","Yes","Yes","No",0,9000000,9100000,0,18100000,0,0,50.2762430939227,49.7237569060773,"$415,050 or More","Risk Neutral"
"1935","Male",6,8000000,"No","Yes","Yes","No",0,9000000,9800000,0,18800000,0,0,52.1276595744681,47.8723404255319,"$415,050 or More","Risk Neutral"
"1936","Male",6,8000000,"No","Yes","Yes","No",0,9000000,8500000,0,17500000,0,0,48.5714285714286,51.4285714285714,"$415,050 or More","Risk Neutral"
"1937","Male",6,8000000,"No","Yes","Yes","No",0,9000000,10000000,0,19000000,0,0,52.6315789473684,47.3684210526316,"$415,050 or More","Risk Neutral"
"1938","Male",6,80000,"No","Yes","No","No",0,60000,0,0,60000,0,0,0,100,"$37,650 - $91,149","Risk Neutral"
"1939","Male",6,80000,"No","Yes","No","No",0,60000,0,0,60000,0,0,0,100,"$37,650 - $91,149","Risk Neutral"
"1940","Male",6,80000,"No","Yes","No","No",0,60000,0,0,60000,0,0,0,100,"$37,650 - $91,149","Risk Neutral"
"1941","Male",6,80000,"No","Yes","No","No",0,60000,0,0,60000,0,0,0,100,"$37,650 - $91,149","Risk Neutral"
"1942","Male",6,80000,"No","Yes","No","No",0,60000,0,0,60000,0,0,0,100,"$37,650 - $91,149","Risk Neutral"
"1943","Male",3,0,"No","Yes","Yes","No",0,7000,810000,0,817000,0,0,99.1432068543452,0.856793145654835,"$0 - $9,274","Somewhat Risk Averse"
"1944","Male",3,0,"No","Yes","Yes","No",0,7000,960000,0,967000,0,0,99.2761116856257,0.723888314374354,"$0 - $9,274","Somewhat Risk Averse"
"1945","Male",3,0,"No","Yes","Yes","No",0,7000,900000,0,907000,0,0,99.2282249173098,0.771775082690187,"$0 - $9,274","Somewhat Risk Averse"
"1946","Male",3,0,"No","Yes","Yes","No",0,7000,909000,0,916000,0,0,99.235807860262,0.764192139737991,"$0 - $9,274","Somewhat Risk Averse"
"1947","Male",3,0,"No","Yes","Yes","No",0,7000,894000,0,901000,0,0,99.2230854605993,0.776914539400666,"$0 - $9,274","Somewhat Risk Averse"
"1948","Male",7,400000,"No","No","Yes","No",0,0,10000000,0,10000000,0,0,100,0,"$190,150 - $413,349","Risk Neutral"
"1949","Male",7,400000,"No","No","Yes","No",0,0,10000000,0,10000000,0,0,100,0,"$190,150 - $413,349","Risk Neutral"
"1950","Male",7,400000,"No","No","Yes","No",0,0,10000000,0,10000000,0,0,100,0,"$190,150 - $413,349","Risk Neutral"
"1951","Male",7,400000,"No","No","Yes","No",0,0,10000000,0,10000000,0,0,100,0,"$190,150 - $413,349","Risk Neutral"
"1952","Male",7,400000,"No","No","Yes","No",0,0,10000000,0,10000000,0,0,100,0,"$190,150 - $413,349","Risk Neutral"
"1953","Male",7,350000,"No","No","Yes","No",0,0,4000000,0,4000000,0,0,100,0,"$190,150 - $413,349","Risk Neutral"
"1954","Male",7,350000,"No","No","Yes","No",0,0,4000000,0,4000000,0,0,100,0,"$190,150 - $413,349","Risk Neutral"
"1955","Male",7,350000,"No","No","Yes","No",0,0,4000000,0,4000000,0,0,100,0,"$190,150 - $413,349","Risk Neutral"
"1956","Male",7,350000,"No","No","Yes","No",0,0,4000000,0,4000000,0,0,100,0,"$190,150 - $413,349","Risk Neutral"
"1957","Male",7,350000,"No","No","Yes","No",0,0,4000000,0,4000000,0,0,100,0,"$190,150 - $413,349","Risk Neutral"
"1958","Male",10,358000,"No","Yes","Yes","No",0,1000000,1080000,0,2080000,0,0,51.9230769230769,48.0769230769231,"$190,150 - $413,349","Very Risk Tolerant"
"1959","Male",10,500000,"No","Yes","Yes","No",0,5000000,1280000,0,6280000,0,0,20.3821656050955,79.6178343949045,"$415,050 or More","Very Risk Tolerant"
"1960","Male",10,425000,"No","Yes","Yes","No",0,1500000,2160000,0,3660000,0,0,59.0163934426229,40.9836065573771,"$415,050 or More","Very Risk Tolerant"
"1961","Male",10,397000,"No","Yes","Yes","No",0,14440000,2280000,0,16720000,0,0,13.6363636363636,86.3636363636364,"$190,150 - $413,349","Very Risk Tolerant"
"1962","Male",10,358000,"No","Yes","Yes","No",0,28000000,492000,0,28492000,0,0,1.72680050540503,98.273199494595,"$190,150 - $413,349","Very Risk Tolerant"
"1963","Male",-1,0,"No","No","Yes","No",0,0,17000,0,17000,0,0,100,0,"$0 - $9,274","Very Risk Averse"
"1964","Male",-1,0,"No","No","Yes","No",0,0,17000,0,17000,0,0,100,0,"$0 - $9,274","Very Risk Averse"
"1965","Male",-1,0,"No","No","Yes","No",0,0,17000,0,17000,0,0,100,0,"$0 - $9,274","Very Risk Averse"
"1966","Male",-1,0,"No","No","Yes","No",0,0,17000,0,17000,0,0,100,0,"$0 - $9,274","Very Risk Averse"
"1967","Male",-1,0,"No","No","Yes","No",0,0,17000,0,17000,0,0,100,0,"$0 - $9,274","Very Risk Averse"
"1968","Male",8,100000,"No","Yes","No","No",0,250000,0,0,250000,0,0,0,100,"$91,150 - $190,149","Somewhat Risk Tolerant"
"1969","Male",8,100000,"No","Yes","No","No",0,250000,0,0,250000,0,0,0,100,"$91,150 - $190,149","Somewhat Risk Tolerant"
"1970","Male",8,100000,"No","Yes","No","No",0,250000,0,0,250000,0,0,0,100,"$91,150 - $190,149","Somewhat Risk Tolerant"
"1971","Male",8,100000,"No","Yes","No","No",0,250000,0,0,250000,0,0,0,100,"$91,150 - $190,149","Somewhat Risk Tolerant"
"1972","Male",8,100000,"No","Yes","No","No",0,250000,0,0,250000,0,0,0,100,"$91,150 - $190,149","Somewhat Risk Tolerant"
"1973","Male",6,1100000,"No","Yes","No","No",0,250000,0,0,250000,0,0,0,100,"$415,050 or More","Risk Neutral"
"1974","Male",6,1100000,"No","Yes","No","No",0,250000,0,0,250000,0,0,0,100,"$415,050 or More","Risk Neutral"
"1975","Male",6,1100000,"No","Yes","No","No",0,250000,0,0,250000,0,0,0,100,"$415,050 or More","Risk Neutral"
"1976","Male",6,1100000,"No","Yes","No","No",0,250000,0,0,250000,0,0,0,100,"$415,050 or More","Risk Neutral"
"1977","Male",6,1100000,"No","Yes","No","No",0,250000,0,0,250000,0,0,0,100,"$415,050 or More","Risk Neutral"
"1978","Male",10,1120000,"No","No","Yes","No",0,0,1790000,0,1790000,0,0,100,0,"$415,050 or More","Very Risk Tolerant"
"1979","Male",10,1790000,"No","No","Yes","No",0,0,1650000,0,1650000,0,0,100,0,"$415,050 or More","Very Risk Tolerant"
"1980","Male",10,1600000,"No","No","Yes","No",0,0,1100000,0,1100000,0,0,100,0,"$415,050 or More","Very Risk Tolerant"
"1981","Male",10,1600000,"No","No","Yes","No",0,0,1240000,0,1240000,0,0,100,0,"$415,050 or More","Very Risk Tolerant"
"1982","Male",10,1850000,"No","No","Yes","No",0,0,1400000,0,1400000,0,0,100,0,"$415,050 or More","Very Risk Tolerant"
"1983","Male",6,0,"No","Yes","Yes","Yes",0,100000,293000,191000,584000,0,32.7054794520548,50.1712328767123,17.1232876712329,"$0 - $9,274","Risk Neutral"
"1984","Male",6,0,"No","Yes","Yes","No",0,100000,372000,0,472000,0,0,78.8135593220339,21.1864406779661,"$0 - $9,274","Risk Neutral"
"1985","Male",6,0,"No","Yes","Yes","No",0,100000,284000,0,384000,0,0,73.9583333333333,26.0416666666667,"$0 - $9,274","Risk Neutral"
"1986","Male",6,0,"No","Yes","Yes","No",0,100000,749000,0,849000,0,0,88.2214369846879,11.7785630153121,"$0 - $9,274","Risk Neutral"
"1987","Male",6,0,"No","Yes","Yes","No",0,100000,352000,0,452000,0,0,77.8761061946903,22.1238938053097,"$0 - $9,274","Risk Neutral"
"1988","Female",4,45000,"No","Yes","No","No",0,1700,0,0,1700,0,0,0,100,"$37,650 - $91,149","Somewhat Risk Averse"
"1989","Female",4,47000,"No","Yes","No","No",0,1700,0,0,1700,0,0,0,100,"$37,650 - $91,149","Somewhat Risk Averse"
"1990","Female",4,39000,"No","Yes","No","No",0,1700,0,0,1700,0,0,0,100,"$37,650 - $91,149","Somewhat Risk Averse"
"1991","Female",4,46000,"No","Yes","No","No",0,1700,0,0,1700,0,0,0,100,"$37,650 - $91,149","Somewhat Risk Averse"
"1992","Female",4,48000,"No","Yes","No","No",0,1700,0,0,1700,0,0,0,100,"$37,650 - $91,149","Somewhat Risk Averse"
"1993","Female",1,0,"No","Yes","No","No",0,13000,0,0,13000,0,0,0,100,"$0 - $9,274","Very Risk Averse"
"1994","Female",1,0,"No","Yes","No","No",0,9000,0,0,9000,0,0,0,100,"$0 - $9,274","Very Risk Averse"
"1995","Female",1,0,"No","Yes","No","No",0,15000,0,0,15000,0,0,0,100,"$0 - $9,274","Very Risk Averse"
"1996","Female",1,0,"No","Yes","No","No",0,7100,0,0,7100,0,0,0,100,"$0 - $9,274","Very Risk Averse"
"1997","Female",1,0,"No","Yes","No","No",0,7500,0,0,7500,0,0,0,100,"$0 - $9,274","Very Risk Averse"
"1998","Male",4,520000,"No","Yes","No","No",0,1000000,0,0,1000000,0,0,0,100,"$415,050 or More","Somewhat Risk Averse"
"1999","Male",4,541000,"No","Yes","No","No",0,1000000,0,0,1000000,0,0,0,100,"$415,050 or More","Somewhat Risk Averse"
"2000","Male",4,500000,"No","Yes","No","No",0,1000000,0,0,1000000,0,0,0,100,"$415,050 or More","Somewhat Risk Averse"
"2001","Male",4,677000,"No","Yes","No","No",0,1000000,0,0,1000000,0,0,0,100,"$415,050 or More","Somewhat Risk Averse"
"2002","Male",4,600000,"No","Yes","No","No",0,1000000,0,0,1000000,0,0,0,100,"$415,050 or More","Somewhat Risk Averse"
"2003","Male",7,0,"No","Yes","No","No",0,350000,0,0,350000,0,0,0,100,"$0 - $9,274","Risk Neutral"
"2004","Male",7,0,"No","Yes","No","No",0,350000,0,0,350000,0,0,0,100,"$0 - $9,274","Risk Neutral"
"2005","Male",7,0,"No","Yes","No","No",0,350000,0,0,350000,0,0,0,100,"$0 - $9,274","Risk Neutral"
"2006","Male",7,0,"No","Yes","No","No",0,350000,0,0,350000,0,0,0,100,"$0 - $9,274","Risk Neutral"
"2007","Male",7,0,"No","Yes","No","No",0,350000,0,0,350000,0,0,0,100,"$0 - $9,274","Risk Neutral"
"2008","Male",8,3000000,"No","No","Yes","No",0,0,2980000,0,2980000,0,0,100,0,"$415,050 or More","Somewhat Risk Tolerant"
"2009","Male",8,3000000,"No","No","Yes","No",0,0,2910000,0,2910000,0,0,100,0,"$415,050 or More","Somewhat Risk Tolerant"
"2010","Male",8,3000000,"No","No","Yes","No",0,0,2700000,0,2700000,0,0,100,0,"$415,050 or More","Somewhat Risk Tolerant"
"2011","Male",8,3000000,"No","No","Yes","No",0,0,2760000,0,2760000,0,0,100,0,"$415,050 or More","Somewhat Risk Tolerant"
"2012","Male",8,3000000,"No","No","Yes","No",0,0,2210000,0,2210000,0,0,100,0,"$415,050 or More","Somewhat Risk Tolerant"
"2013","Male",10,0,"No","Yes","Yes","No",0,300000,6000000,0,6300000,0,0,95.2380952380952,4.76190476190476,"$0 - $9,274","Very Risk Tolerant"
"2014","Male",10,0,"No","Yes","Yes","No",0,300000,6000000,0,6300000,0,0,95.2380952380952,4.76190476190476,"$0 - $9,274","Very Risk Tolerant"
"2015","Male",10,0,"No","Yes","Yes","No",0,300000,6000000,0,6300000,0,0,95.2380952380952,4.76190476190476,"$0 - $9,274","Very Risk Tolerant"
"2016","Male",10,0,"No","Yes","Yes","No",0,300000,6000000,0,6300000,0,0,95.2380952380952,4.76190476190476,"$0 - $9,274","Very Risk Tolerant"
"2017","Male",10,0,"No","Yes","Yes","No",0,300000,6000000,0,6300000,0,0,95.2380952380952,4.76190476190476,"$0 - $9,274","Very Risk Tolerant"
"2018","Male",3,49000,"No","No","Yes","No",0,0,20000,0,20000,0,0,100,0,"$37,650 - $91,149","Somewhat Risk Averse"
"2019","Male",3,50000,"No","No","Yes","No",0,0,20000,0,20000,0,0,100,0,"$37,650 - $91,149","Somewhat Risk Averse"
"2020","Male",3,50000,"No","No","Yes","No",0,0,20000,0,20000,0,0,100,0,"$37,650 - $91,149","Somewhat Risk Averse"
"2021","Male",3,49000,"No","No","Yes","No",0,0,20000,0,20000,0,0,100,0,"$37,650 - $91,149","Somewhat Risk Averse"
"2022","Male",3,49000,"No","No","Yes","No",0,0,20000,0,20000,0,0,100,0,"$37,650 - $91,149","Somewhat Risk Averse"
"2023","Male",5,2100,"No","Yes","No","No",0,25000,0,0,25000,0,0,0,100,"$0 - $9,274","Risk Neutral"
"2024","Male",5,2200,"No","Yes","No","No",0,25000,0,0,25000,0,0,0,100,"$0 - $9,274","Risk Neutral"
"2025","Male",5,2200,"No","Yes","No","No",0,25000,0,0,25000,0,0,0,100,"$0 - $9,274","Risk Neutral"
"2026","Male",5,2200,"No","Yes","No","No",0,25000,0,0,25000,0,0,0,100,"$0 - $9,274","Risk Neutral"
"2027","Male",5,2200,"No","Yes","No","No",0,25000,0,0,25000,0,0,0,100,"$0 - $9,274","Risk Neutral"
"2028","Male",7,0,"No","Yes","Yes","No",0,1500000,100000,0,1600000,0,0,6.25,93.75,"$0 - $9,274","Risk Neutral"
"2029","Male",7,0,"No","Yes","Yes","No",0,1500000,100000,0,1600000,0,0,6.25,93.75,"$0 - $9,274","Risk Neutral"
"2030","Male",7,0,"No","Yes","Yes","No",0,1500000,100000,0,1600000,0,0,6.25,93.75,"$0 - $9,274","Risk Neutral"
